Generation,Best Fitness,Avg Fitness
1,3044,121.168
2,3088,243.354
3,5184,435.504
4,7188,473.6
5,4397,258.074
6,5155,246.572
7,5197,351.28
8,4155,308.656
9,3354,349.34
10,6279,371.968
11,5283,456.832
12,11771,505.65
13,10442,501.25
14,9378,499.142
15,15505,637.294
16,9357,692.048
17,10545,726.804
18,12460,676.282
19,7313,699.926
20,12497,686.064
21,8343,537.048
22,9486,602.388
23,11716,545.912
24,9274,523.876
25,11667,643.792
26,7422,543.166
27,7247,425.798
28,23274,640.194
29,10291,381.972
30,14413,498.252
31,7267,527.65
32,7645,576.99
33,9646,460.022
34,11699,393.08
35,12362,589.274
36,8245,663.926
37,13510,662.328
38,9302,805.528
39,8319,497.966
40,12817,563.684
41,7420,509.284
42,8557,520.854
43,10591,500.074
44,14684,534.69
45,17888,493.946
46,11434,571.226
47,13564,618.33
48,8212,572.616
49,16770,680.202
50,17628,708.734
