Generation,Best Fitness,Avg Fitness
1,2375,133.348
2,4143,166.466
3,3030,166.82
4,3186,177.1
5,3157,166.708
6,3173,195.108
7,4193,235.688
8,3033,177.054
9,3089,225.88
10,3159,222.78
11,2118,191.092
12,4175,203.568
13,2325,213.358
14,3126,210.626
15,5101,202.45
16,6321,221.976
17,3063,183.344
18,3208,203.306
19,7247,215.622
20,6363,243.308
21,5113,213.2
22,4100,202.55
23,3177,219.128
24,5251,221.686
25,7294,261.294
26,8393,256.528
27,5319,186.828
28,5139,253.92
29,5292,197.14
30,6422,214.952
31,3112,214.966
32,7732,232.31
33,11498,259.462
34,6184,244.02
35,8252,255.738
36,3132,221.472
37,9254,221.5
38,9436,244.608
39,6352,251.922
40,11316,230.51
41,7387,268.258
42,5547,235.42
43,10324,261.458
44,11475,249.236
45,3344,215.624
46,5248,256.922
47,7347,240.876
48,11525,237.912
49,10488,246.892
50,10342,255.714
