Generation,Food
1,4
2,14
3,13
4,21
5,34
6,26
7,36
8,21
9,23
10,18
11,29
12,19
13,50
14,38
15,41
16,47
17,44
18,57
19,35
20,43
21,45
22,59
23,49
24,51
25,49
26,64
27,44
28,58
29,41
30,50
31,53
32,65
33,46
34,60
35,40
36,52
37,44
38,47
39,48
40,43
41,50
42,55
43,44
44,57
45,57
46,46
47,49
48,48
49,52
50,52
51,60
52,54
53,59
54,57
55,66
56,50
57,43
58,47
59,56
60,44
61,59
62,45
63,53
64,50
65,52
66,51
67,42
68,44
69,76
70,65
71,52
72,55
73,51
74,44
75,53
76,47
77,52
78,55
79,61
80,42
81,44
82,45
83,49
84,40
85,44
86,51
87,55
88,44
89,65
90,49
91,55
92,59
93,62
94,59
95,46
96,47
97,48
98,48
99,41
100,58
