Generation,Best Fitness,Avg Fitness
1,2078,139.736
2,6411,191.602
3,5232,216.314
4,4109,186.314
5,3171,179.95
6,5147,177.878
7,3240,187.882
8,8593,182.058
9,3154,198.402
10,4162,174.86
11,2089,179.87
12,4138,214.8
13,6258,204.372
14,5210,226.494
15,10300,209.684
16,5474,204.168
17,5073,191.188
18,4255,204.016
19,4183,218.49
20,6350,242.452
21,7284,197.844
22,6365,175.272
23,3150,216.34
24,5098,194.83
25,8346,237.93
26,4124,214.294
27,3129,210.154
28,4202,185.248
29,3184,233.278
30,4373,248.972
31,3166,201.35
32,7259,271.436
33,12334,186.1
34,4088,199.558
35,11563,259.178
36,6341,227.186
37,3139,214.846
38,7237,194.734
39,8438,189.978
40,4168,221.726
41,2090,209.318
42,4119,197.898
43,3057,197.226
44,2076,225.502
45,6300,185.976
46,3124,164.962
47,3314,151.828
48,4106,221.228
49,5223,227.254
50,5175,197.842
