Generation,Best Fitness,Avg Fitness
1,2299,136.598
2,4038,185.1295
3,8366,188.006
4,7356,210.7625
5,19803,215.267
6,16524,197.929
7,13617,233.9415
8,7142,241.473
9,6158,233.932
10,6292,212.055
11,6536,259.9335
12,17929,270.446
13,13868,257.764
14,6490,248.6405
15,21288,246.459
16,18856,260.254
17,4564,251.983
18,10475,255.7645
19,7293,254.9845
20,12603,299.297
21,12608,305.3175
22,10364,315.362
23,10539,322.8875
24,20567,317.8215
25,13579,332.8585
26,10384,335.4395
27,10310,348.2175
28,13527,339.5035
29,7313,350.517
30,12417,338.9565
31,15618,350.484
32,16880,361.86
33,22984,371.259
34,15849,340.0865
35,9201,369.254
36,19783,373.134
37,15643,350.2165
38,11588,391.8395
39,18975,361.685
40,10374,374.102
41,11612,372.7645
42,15707,371.7655
43,11746,363.8945
44,16638,403.699
45,12504,381.6505
46,11572,351.4595
47,15462,375.2115
48,11486,341.0635
49,11594,384.012
50,30214,429.801
