Generation,Best Fitness,Avg Fitness
1,2048,142.192
2,2113,136.034
3,2063,151.546
4,4146,182.074
5,3137,199.096
6,3051,178.572
7,3087,181.374
8,3217,188.684
9,17025,217.238
10,9705,202.09
11,4479,231.868
12,5408,236.896
13,6479,187.286
14,2291,195.068
15,10497,212.832
16,4135,238.23
17,4250,240.124
18,4387,220.416
19,21749,276.758
20,3055,250.394
21,11499,276.87
22,8405,242.624
23,3091,213.998
24,3143,266.58
25,5125,269.608
26,5170,281.04
27,10432,300.1
28,5250,251.268
29,7269,287.748
30,8280,261.976
31,5217,257.848
32,4455,284.052
33,7319,244.026
34,6171,288.044
35,4240,213.718
36,4231,246.878
37,9473,280.552
38,3372,289.416
39,3181,258.824
40,13964,259.448
41,4428,232.774
42,6266,328.914
43,8318,323.46
44,5285,288.1
45,9464,351.32
46,5512,279.412
47,7358,389.91
48,5265,361.674
49,6225,352.292
50,5203,332.688
