Generation,Best Fitness,Avg Fitness
1,3112,115.32
2,3170,181.75
3,3149,165.9
4,5261,171.666
5,3052,228.858
6,8430,212.594
7,4152,187.176
8,13382,249.132
9,3080,211.748
10,5148,195.82
11,6373,190.484
12,3072,208.48
13,3350,209.646
14,5246,207.95
15,3205,213.532
16,5188,187.714
17,10499,192.806
18,6432,201.962
19,7404,211.602
20,5317,211.388
21,17970,250.964
22,6328,205.192
23,3085,200.604
24,5137,234.574
25,5132,211.238
26,5110,231.45
27,5280,218.174
28,4142,223.418
29,8234,257.634
30,6191,246.53
31,6255,218.112
32,5228,237.5
33,4257,271.722
34,4116,225.548
35,3099,246.83
36,10476,287.164
37,5282,255.238
38,6496,258.136
39,6172,241.076
40,9577,247.224
41,9252,241.972
42,7410,231.376
43,16011,302.674
44,37556,349.31
45,8322,248.506
46,10667,275.886
47,14997,244.248
48,6463,272.81
49,5548,300.12
50,8630,304.534
