Generation,Best Fitness,Avg Fitness
1,4262,134.7065
2,18022,275.05
3,17690,291.387
4,15821,383.38
5,23131,402.435
6,18946,432.5415
7,16653,439.0475
8,19160,429.5315
9,26600,425.304
10,22344,429.2395
11,26325,468.4365
12,23254,467.0835
13,20975,434.0245
14,24256,508.666
15,16884,494.669
16,20911,538.264
17,12485,389.8865
18,23987,415.2685
19,28024,567.8835
20,39032,548.646
21,30475,526.5395
22,20009,434.1565
23,30388,457.3035
24,19999,531.236
25,22444,451.3535
26,26195,537.658
27,24418,476.787
28,25897,550.082
29,26845,634.6935
30,25674,570.2615
31,30261,435.8095
32,29126,696.0295
33,22983,684.8135
34,22095,686.9175
35,31225,564.0685
36,35705,658.5435
37,20797,609.7555
38,60763,797.4525
39,40725,785.6375
40,41007,806.2785
41,23086,642.2645
42,41730,739.9535
43,38521,826.4725
44,25072,644.0495
45,23030,747.667
46,36744,826.0225
47,31313,874.6525
48,33722,719.491
49,37734,730.8945
50,52428,740.504
