Generation,Best Fitness,Avg Fitness
1,4097,126.1595
2,4165,208.3795
3,19735,311.509
4,22035,552.732
5,14496,560.512
6,18852,742.499
7,29071,922.6685
8,55197,1085.526
9,44050,995.509
10,31688,1162.417
11,34697,1034.0015
12,38601,1287.7425
13,33375,1259.186
14,41842,1213.733
15,49947,1002.3355
16,38858,1544.5605
17,51211,1717.515
18,60288,1602.0785
19,55405,1009.5305
20,42590,1942.1375
21,65501,1647.2005
22,39421,1442.47
23,55318,1901.3245
24,53226,1694.324
25,43882,1387.7035
26,37754,1492.312
27,46006,2088.3635
28,58262,1801.9715
29,68385,1446.3825
30,46325,1327.6325
31,54080,1722.5505
32,54393,1626.161
33,43518,1785.5915
34,42495,1679.4025
35,49359,1519.724
36,49153,1440.137
37,45972,1706.527
38,45330,1565.5635
39,51521,1877.96
40,44351,2231.722
41,52496,2435.763
42,58642,2218.1355
43,52213,1700.9395
44,45225,2005.419
45,39759,2257.4415
46,63543,1735.99
47,56127,1897.642
48,50545,1440.051
49,54759,1624.146
50,54130,2203.1715
51,45348,2171.67
52,52768,1613.8785
53,56284,2405.2915
54,56533,2319.271
55,42406,1752.0105
56,55936,1916.45
57,57238,1648.631
58,55125,2141.4375
59,50161,2384.619
60,50901,2165.8605
61,48215,1510.483
62,57302,1698.471
63,47400,1764.48
64,67015,1855.681
65,44990,1687.904
66,53327,1841.5995
67,57278,1844.386
68,61777,1683.7455
69,36511,1619.9105
70,51139,1929.949
71,37229,1687.969
72,53681,2255.6305
73,47399,1526.633
74,43765,1435.1755
75,47773,1710.9075
76,63757,1971.281
77,45179,1787.81
78,42749,1401.403
79,61829,2173.8405
80,41032,1882.055
81,68452,1952.9075
82,53113,1459.0045
83,58471,1529.5585
84,49956,1270.6505
85,41360,1484.251
86,40818,1397.8015
87,44275,1603.6915
88,55237,1575.3985
89,55189,1628.711
90,41575,1365.742
91,72998,1444.113
92,39237,1544.9665
93,38828,1374.541
94,48394,1719.643
95,52050,1578.3255
96,49581,1334.995
97,52770,2154.3715
98,55128,1416.9135
99,48820,1519.4125
100,49676,1271.873
