Generation,Food
1,3
2,3
3,13
4,15
5,14
6,17
7,37
8,32
9,35
10,28
11,29
12,28
13,24
14,28
15,36
16,28
17,27
18,29
19,24
20,32
21,41
22,29
23,48
24,51
25,40
26,40
27,42
28,30
29,40
30,48
31,38
32,44
33,43
34,42
35,29
36,39
37,73
38,41
39,41
40,41
41,45
42,71
43,43
44,36
45,44
46,68
47,50
48,53
49,45
50,36
51,42
52,36
53,42
54,37
55,39
56,39
57,53
58,42
59,42
60,45
61,42
62,54
63,58
64,53
65,53
66,41
67,39
68,43
69,43
70,38
71,47
72,37
73,59
74,50
75,41
76,34
77,50
78,31
79,47
80,37
81,65
82,55
83,45
84,80
85,62
86,53
87,40
88,78
89,45
90,86
91,53
92,50
93,49
94,40
95,89
96,51
97,49
98,41
99,59
100,52
