Generation,Best Fitness,Avg Fitness
1,4262,134.7065
2,18022,403.1375
3,19413,532.954
4,19118,538.75
5,27367,654.1675
6,22070,728.1585
7,24388,712.035
8,27430,750.495
9,29378,807.865
10,35588,1142.667
11,28682,1057.8995
12,42230,1044.6875
13,40312,1170.9835
14,50776,1249.4585
15,55929,1051.0045
16,43434,891.343
17,32912,1027.429
18,34980,954.3315
19,31482,898.4335
20,44015,1042.23
21,45117,1060.617
22,42088,916.3575
23,52726,1386.318
24,48131,1116.0545
25,43166,1066.311
26,32575,1125.84
27,40675,1243.906
28,35736,1303.1015
29,35594,1032.874
30,47375,1054.336
31,41180,1086.164
32,36578,1233.775
33,54797,1291.9385
34,43466,1182.7445
35,46287,1209.272
36,50476,1390.574
37,36887,1150.394
38,37620,1150.1495
39,50571,1437.3295
40,50294,1209.1295
41,53430,1271.737
42,44290,1321.5985
43,48624,1302.481
44,48189,1884.7695
45,51438,1541.3765
46,45831,1904.277
47,56730,1521.8695
48,52089,2350.794
49,46859,2060.975
50,42707,1520.713
51,48237,1638.192
52,33610,1374.3595
53,48994,1581.95
54,50099,1525.821
55,66493,2176.8145
56,47210,2660.352
57,51645,3504.522
58,48529,2874.5655
59,52079,1949.4775
60,41904,2671.2685
61,61416,2415.3345
62,62772,2117.262
63,56671,2132.309
64,52658,2363.007
65,53363,2048.723
66,54166,2861.0525
67,65782,2271.8765
68,51151,2159.4125
69,63994,1797.357
70,54536,1758.508
71,69766,2035.3275
72,57165,2090.4655
73,46163,2542.921
74,65027,3410.166
75,59510,2453.918
76,48468,2504.0705
77,57531,2914.62
78,65892,2916.904
79,47241,2285.553
80,55452,2265.7185
81,46970,2525.8475
82,76418,2692.645
83,60538,3027.1505
84,59797,2296.3335
85,60051,2399.092
86,67005,2555.719
87,55139,2038.253
88,47151,2485.406
89,59363,2774.983
90,67085,1762.6895
91,58687,2338.3235
92,58374,2286.6285
93,58302,2239.381
94,48165,2192.983
95,48368,2525.3925
96,58618,3050.895
97,50299,2360.5455
98,71454,3033.0545
99,52762,2178.306
100,49765,2019.0035
