Generation,Food
1,5
2,11
3,10
4,15
5,26
6,32
7,31
8,39
9,32
10,38
11,32
12,47
13,35
14,40
15,42
16,46
17,56
18,65
19,48
20,55
21,50
22,38
23,41
24,45
25,45
26,59
27,46
28,44
29,52
30,51
31,60
32,49
33,68
34,44
35,62
36,37
37,48
38,54
39,40
40,54
41,48
42,57
43,65
44,62
45,45
46,47
47,74
48,43
49,47
50,63
51,59
52,61
53,76
54,57
55,51
56,68
57,51
58,59
59,50
60,55
61,54
62,48
63,65
64,50
65,50
66,48
67,56
68,52
69,45
70,49
71,48
72,52
73,39
74,55
75,50
76,45
77,50
78,51
79,64
80,42
81,54
82,50
83,37
84,49
85,48
86,39
87,42
88,33
89,45
90,42
91,42
92,40
93,52
94,39
95,45
96,47
97,41
98,51
99,51
100,48
