Generation,Best Fitness,Avg Fitness
1,4111,138.04333333333332
2,9395,317.3793333333333
3,9379,452.491
4,9543,411.589
5,14610,335.78833333333336
6,25008,658.1556666666667
7,39780,470.441
8,30123,420.727
9,15701,468.424
10,22399,434.00233333333335
11,20961,467.4696666666667
12,33492,435.8673333333333
13,29346,370.45233333333334
14,22638,448.699
15,34447,545.367
16,13823,467.874
17,27294,382.046
18,19009,389.02433333333335
19,15663,394.19233333333335
20,32720,565.7473333333334
21,26126,561.3356666666666
22,24971,494.9116666666667
23,29415,447.4223333333333
24,19090,435.60566666666665
25,14945,455.04133333333334
26,29759,490.993
27,36448,480.67966666666666
28,20970,633.9403333333333
29,34680,570.6476666666666
30,44120,698.0336666666667
31,34339,578.3916666666667
32,34176,655.7576666666666
33,27120,789.9163333333333
34,28603,673.192
35,28517,732.6476666666666
36,32578,723.46
37,22846,689.102
38,27162,712.4003333333334
39,23326,460.7556666666667
40,28387,608.2463333333334
41,30357,540.6036666666666
42,46839,672.922
43,28194,479.64166666666665
44,36914,575.692
45,34308,644.5073333333333
46,39663,722.4046666666667
47,32719,707.076
48,25381,702.645
49,34730,851.9063333333334
50,63231,752.4083333333333
