Generation,Food
1,3
2,4
3,6
4,3
5,4
6,5
7,8
8,4
9,5
10,7
11,10
12,8
13,5
14,10
15,7
16,7
17,6
18,8
19,10
20,7
21,10
22,9
23,8
24,5
25,8
26,6
27,11
28,8
29,7
30,6
31,7
32,11
33,7
34,15
35,11
36,7
37,11
38,12
39,21
40,27
41,24
42,11
43,10
44,8
45,14
46,12
47,10
48,9
49,9
50,13
51,19
52,15
53,12
54,16
55,21
56,17
57,14
58,16
59,21
60,16
61,17
62,24
63,32
64,18
65,28
66,14
67,14
68,14
69,15
70,21
71,17
72,24
73,12
74,22
75,23
76,13
77,20
78,27
79,34
80,33
81,17
82,29
83,19
84,23
85,52
86,32
87,32
88,18
89,18
90,28
91,18
92,29
93,35
94,23
95,31
96,21
97,17
98,24
99,10
100,32
