Generation,Best Fitness,Avg Fitness
1,9293,137.335
2,10324,360.386
3,8357,471.74266666666665
4,14287,509.99833333333333
5,14654,617.0446666666667
6,18796,650.376
7,15740,559.9143333333334
8,16738,674.7503333333333
9,40661,588.0926666666667
10,51318,817.3103333333333
11,40140,802.6566666666666
12,44757,1076.319
13,56177,924.5986666666666
14,45714,796.7293333333333
15,40904,839.5986666666666
16,56838,967.5663333333333
17,49928,1094.102
18,51540,910.1806666666666
19,61847,1226.758
20,41684,1178.148
21,49958,1280.8513333333333
22,56609,1013.0253333333334
23,39651,1010.999
24,58491,1152.804
25,46971,1181.1156666666666
26,54428,1035.5416666666667
27,55400,940.004
28,34464,964.4826666666667
29,38562,887.526
30,41647,958.5253333333334
31,42302,905.8096666666667
32,38717,799.4516666666667
33,49931,1289.899
34,53192,918.8823333333333
35,44072,923.9003333333334
36,52004,964.137
37,48192,952.7353333333333
38,48101,941.8763333333334
39,35540,850.6673333333333
40,42282,821.9653333333333
41,50454,859.502
42,44124,993.5976666666667
43,59564,864.026
44,41028,875.0273333333333
45,56541,749.7603333333333
46,39486,976.6306666666667
47,34532,853.974
48,52017,971.128
49,36481,748.8063333333333
50,61625,899.7576666666666
