Generation,Best Fitness,Avg Fitness
1,2095,124.6665
2,4101,157.2795
3,5179,179.1685
4,5242,165.368
5,4122,199.1085
6,9497,188.955
7,5186,191.8815
8,6202,193.8235
9,13586,191.711
10,7245,202.517
11,7352,194.804
12,5341,205.2905
13,5391,197.028
14,10477,215.6345
15,9530,222.155
16,6282,188.739
17,7168,204.8535
18,5176,194.549
19,5370,201.46
20,4103,195.729
21,7318,212.029
22,8414,195.02
23,6239,193.2295
24,6210,197.0295
25,7453,194.361
26,8340,221.5945
27,7378,212.3255
28,12899,226.508
29,17182,216.657
30,15848,224.093
31,5368,202.3745
32,8428,220.527
33,8403,219.0865
34,10425,222.2575
35,15820,225.1045
36,7276,219.047
37,7234,209.854
38,7203,221.9585
39,7239,200.744
40,9441,226.4365
41,12400,215.904
42,7619,193.251
43,14795,212.9875
44,9488,220.8045
45,12615,210.221
46,15758,220.257
47,10502,210.187
48,15620,231.948
49,10562,228.7395
50,7303,218.6145
