Generation,Best Fitness,Avg Fitness
1,7399,148.224
2,6180,482.84
3,7301,418.026
4,7380,514.226
5,9550,437.706
6,9460,453.728
7,12367,527.928
8,9485,871.95
9,15711,791.364
10,34220,1138.24
11,18793,1026.606
12,33515,1314.896
13,23141,1612.926
14,28238,1580.632
15,33586,2093.356
16,38092,1599.762
17,32268,1687.026
18,35801,1723.57
19,33557,1359.558
20,29806,1385.798
21,39251,2166.982
22,26670,1882.286
23,23283,1598.776
24,25885,1553.806
25,38948,1142.028
26,28066,1613.654
27,52343,1845.258
28,31466,1579.198
29,20048,1197.71
30,16952,978.072
31,33619,1613.28
32,38654,1674.286
33,29292,1540.494
34,26181,1647.49
35,31389,1765.454
36,40777,1325.762
37,32426,1356.352
38,32179,1723.692
39,22120,1707.358
40,35859,1635.6
41,37431,1824.872
42,48137,1831.242
43,29491,2182.138
44,48857,1660.748
45,43810,1772.086
46,30191,1793.944
47,39998,1567.872
48,49123,2182.992
49,43177,1650.608
50,39582,1922.914
