Generation,Best Fitness,Avg Fitness
1,5079,130.5615
2,5090,171.7605
3,4348,200.7625
4,6123,182.116
5,7237,235.6335
6,5151,202.8675
7,19847,246.6345
8,34878,244.952
9,7250,225.479
10,9612,247.9785
11,14551,257.7795
12,12393,264.571
13,19812,273.9895
14,12623,272.4185
15,8403,251.7145
16,6290,264.2735
17,18738,264.6305
18,6277,262.5945
19,11546,274.599
20,7327,262.0525
21,6138,275.265
22,12406,290.9445
23,9365,288.281
24,9352,274.234
25,10342,285.669
26,12631,281.168
27,17882,314.1625
28,9466,299.797
29,10435,309.3055
30,11523,304.5905
31,7399,283.131
32,12380,284.6495
33,12565,275.9305
34,12486,281.4655
35,8219,285.6645
36,7399,301.2065
37,11925,295.7055
38,10364,282.585
39,15580,346.8105
40,10586,372.3715
41,11695,326.7065
42,13615,334.076
43,15616,314.1675
44,21876,324.0055
45,7559,306.9765
46,11788,333.884
47,12689,334.913
48,15880,349.005
49,11371,335.7495
50,15635,347.298
