Generation,Food
1,4
2,8
3,7
4,5
5,6
6,10
7,8
8,10
9,18
10,6
11,13
12,7
13,8
14,7
15,7
16,6
17,11
18,7
19,9
20,11
21,10
22,11
23,9
24,17
25,9
26,12
27,19
28,17
29,14
30,15
31,16
32,12
33,13
34,19
35,13
36,14
37,16
38,27
39,21
40,21
41,30
42,20
43,20
44,19
45,18
46,39
47,27
48,21
49,28
50,29
51,26
52,27
53,22
54,36
55,30
56,20
57,21
58,26
59,17
60,19
61,35
62,26
63,34
64,18
65,15
66,15
67,22
68,22
69,13
70,25
71,32
72,19
73,24
74,16
75,33
76,15
77,43
78,33
79,17
80,25
81,27
82,28
83,23
84,20
85,41
86,22
87,24
88,15
89,18
90,24
91,32
92,23
93,19
94,16
95,21
96,30
97,20
98,40
99,18
100,24
