Generation,Best Fitness,Avg Fitness
1,4067,170.478
2,2054,164.622
3,4148,189.168
4,8228,208.242
5,5253,225.5
6,2131,183.47
7,2092,227.55
8,2061,181.91
9,5234,243.554
10,7593,230.646
11,3063,256.082
12,3033,241.056
13,6497,285.458
14,7241,341.714
15,9232,343.966
16,10365,379.342
17,8238,437.23
18,8247,358.384
19,10326,343.232
20,7199,388.482
21,13531,453.076
22,11454,402.516
23,13495,447.888
24,12395,429.692
25,7309,433.814
26,7213,452.762
27,8374,526.802
28,6234,519.36
29,12532,509.07
30,14847,549.624
31,8224,496.464
32,16126,518.676
33,7554,590.536
34,10534,621.356
35,12520,565.506
36,13424,584.328
37,32464,540.08
38,11560,539.942
39,11411,621.976
40,15615,682.072
41,13531,609.226
42,15537,626.016
43,7367,444.488
44,8380,484.644
45,14496,471.462
46,9363,473.496
47,13440,462.098
48,7408,461.288
49,12302,500.652
50,6356,410.198
