Generation,Best Fitness,Avg Fitness
1,2103,150.694
2,2127,128.66
3,3054,157.894
4,4101,215.762
5,3116,183.096
6,2111,172.846
7,5159,231.396
8,2105,187.12
9,7263,290.052
10,9513,328.006
11,7129,262.688
12,4230,198.986
13,3120,197.91
14,4239,273.522
15,12652,216.982
16,4284,165.2
17,5111,190.954
18,3103,190.124
19,2135,168.372
20,7356,198.918
21,3139,194.172
22,4070,247.37
23,6364,241.77
24,4300,207.984
25,4291,207.572
26,7227,272.914
27,3097,312.664
28,4044,363.812
29,4116,342.722
30,6189,422.814
31,8352,360.76
32,4127,267.414
33,3164,251.46
34,3183,234.286
35,3081,265.846
36,6264,214.904
37,3027,190.348
38,2326,155.482
39,2100,168.53
40,4161,188.262
41,3037,192.312
42,9301,189.872
43,6233,223.416
44,5250,179.888
45,2067,179.884
46,2086,185.782
47,3111,210.056
48,2031,144.042
49,3133,218.436
50,3133,159.694
