Generation,Best Fitness,Avg Fitness
1,2059,140.3
2,4143,296.788
3,4174,326.674
4,10319,475.602
5,13540,544.342
6,11748,542.402
7,13539,440.29
8,16694,504.098
9,7519,451.124
10,9339,530.466
11,7366,423.84
12,11420,422.958
13,35764,618.85
14,30606,787.126
15,30856,680.406
16,23968,775.318
17,38097,617.798
18,23038,903.68
19,33548,750.092
20,12985,837.324
21,18968,487.418
22,25281,722.722
23,29408,807.626
24,25214,1139.486
25,39606,1105.566
26,24280,924.626
27,32367,942.548
28,17823,639.176
29,15624,542.924
30,17739,605.042
31,26355,647.08
32,13624,642.508
33,19943,980.888
34,25192,751.492
35,28359,517.204
36,21941,832.382
37,19571,891.766
38,21708,1204.55
39,33504,814.518
40,24302,821.694
41,33200,788.492
42,14717,904.108
43,13818,748.49
44,42963,813.326
45,13538,664.076
46,53214,829.026
47,17860,531.932
48,21846,953.346
49,31622,1052.824
50,29084,757.664
