Generation,Best Fitness,Avg Fitness
1,3107,138.43133333333333
2,5265,173.40866666666668
3,6282,187.67866666666666
4,8344,197.286
5,5257,218.36233333333334
6,5094,212.993
7,4300,207.326
8,16655,237.909
9,9347,230.42066666666668
10,6401,218.07666666666665
11,9698,239.76933333333332
12,9588,222.575
13,12520,253.421
14,8243,219.79933333333332
15,9703,246.198
16,12524,226.45166666666665
17,7406,256.72
18,28366,257.457
19,12614,235.534
20,34645,260.988
21,16909,271.19533333333334
22,27972,263.34766666666667
23,12543,281.8226666666667
24,14613,294.53433333333334
25,11395,284.668
26,23784,291.321
27,32500,277.77166666666665
28,22427,287.60566666666665
29,14801,266.334
30,9423,276.65
31,18983,288.91066666666666
32,12513,286.94233333333335
33,12617,281.37
34,14746,304.806
35,12557,294.20466666666664
36,19155,294.02066666666667
37,8477,281.42033333333336
38,9424,264.81666666666666
39,25049,294.063
40,19781,287.70666666666665
41,12627,291.37266666666665
42,15872,327.0006666666667
43,14595,340.1716666666667
44,21141,324.80266666666665
45,25058,309.28833333333336
46,18752,332.251
47,21785,347.82733333333334
48,23071,318.126
49,18847,325.529
50,31262,295.219
