Generation,Best Fitness,Avg Fitness
1,3058,115.962
2,2089,171.53
3,5128,210.92
4,11619,249.998
5,12561,240.982
6,8252,196.314
7,7250,257.474
8,3168,240.926
9,5281,265.638
10,6210,253.25
11,4240,259.548
12,9219,286.326
13,9684,287.962
14,8569,297.056
15,10481,387.16
16,26627,397.566
17,7659,309.066
18,10830,359.186
19,5252,310.536
20,13953,338.224
21,15015,319.386
22,10390,354.016
23,6202,363.534
24,8227,354.698
25,6411,375.724
26,5164,237.624
27,9454,326.904
28,11708,350.262
29,12362,373.346
30,6189,340.286
31,7508,323.484
32,14474,341.832
33,8183,351.672
34,8429,337.146
35,8271,311.752
36,9568,395.192
37,7297,313.974
38,10530,396.902
39,14534,346.62
40,6315,365.47
41,9415,424.508
42,23577,409.474
43,6596,370.034
44,7584,332.514
45,7524,369.842
46,6346,360.164
47,30858,440.348
48,15112,369.754
49,10520,433.01
50,14502,441.664
