Generation,Best Fitness,Avg Fitness
1,2050,111.54
2,4068,172.04
3,2095,249.732
4,2073,204.084
5,2097,177.936
6,5190,198.676
7,2038,181.066
8,3175,179.082
9,3229,280.054
10,6206,280.3
11,24338,448.034
12,10459,479.032
13,4347,361.114
14,16884,316.598
15,7345,402.68
16,4289,320.37
17,5206,520.214
18,9234,777.456
19,13750,743.676
20,9249,717.502
21,10382,693.824
22,14582,504.408
23,10267,540.668
24,9524,647.668
25,9436,640.202
26,11504,614.674
27,10428,528.476
28,26919,440.992
29,7266,420.53
30,7414,461.728
31,10484,464.206
32,10454,509.588
33,11356,441.89
34,14469,570.164
35,11423,595.928
36,14425,533.638
37,11395,342.454
38,4273,368.3
39,9264,373.11
40,7204,376.728
41,4196,314.324
42,10472,395.5
43,6245,241.614
44,5178,363.794
45,4206,277.566
46,5120,224.34
47,8274,339.452
48,4181,152.446
49,3073,160.904
50,3364,181.608
