Generation,Best Fitness,Avg Fitness
1,2093,131.5565
2,17225,186.0655
3,11889,201.104
4,12043,214.013
5,3161,187.971
6,4637,193.3745
7,5312,174.147
8,6310,178.6445
9,10454,182.4
10,5202,184.732
11,6256,205.2275
12,10679,198.32
13,13438,220.444
14,12334,213.884
15,25761,205.1505
16,7266,203.0855
17,10897,214.5635
18,19844,209.97
19,12027,215.975
20,16202,205.6045
21,8554,194.671
22,7209,216.323
23,7299,218.3355
24,10351,208.5465
25,9540,203.002
26,7355,177.741
27,12884,211.439
28,31130,211.398
29,9015,215.278
30,18791,221.2695
31,7293,213.6935
32,14533,220.353
33,14581,221.463
34,15554,226.914
35,8577,231.44
36,6144,210.9335
37,13386,225.819
38,12876,222.8805
39,12051,230.8505
40,11772,222.5455
41,62095,254.387
42,14106,227.738
43,6776,194.174
44,7290,223.872
45,8589,198.7755
46,9374,203.7665
47,19369,229.4235
48,9454,213.6825
49,6220,209.5715
50,11517,220.1885
