Generation,Best Fitness,Avg Fitness
1,3046,126.83
2,3054,187.924
3,3087,299.78
4,3049,272.614
5,3087,341.476
6,3112,285.822
7,3093,391.942
8,2054,198.328
9,4137,292.354
10,2067,279.108
11,3138,243.86
12,4202,300.116
13,9624,551.716
14,9419,538.868
15,10548,522.814
16,11525,415.95
17,7367,440.82
18,20664,816.998
19,31384,1146.212
20,24916,1379.898
21,34262,1637.596
22,38766,1790.176
23,25979,1829.526
24,36577,1795.528
25,27054,1596.598
26,30011,1711.14
27,32170,1624.28
28,29125,2061.316
29,23948,1647.16
30,24921,1419.462
31,29055,1669.156
32,28134,1633.134
33,32482,1682.896
34,29088,1752.906
35,33376,1698.994
36,48147,1478.148
37,40437,1959.65
38,23927,1946.25
39,33514,1716.126
40,29342,1970.362
41,28106,1307.808
42,42638,1864.904
43,35276,1665.198
44,37590,1984.524
45,39262,1895.182
46,44930,1342.142
47,36331,1817.736
48,53208,1877.192
49,28575,1938.21
50,30317,1366.356
