Generation,Best Fitness,Avg Fitness
1,3126,129.17566666666667
2,7304,302.655
3,9459,421.7146666666667
4,15651,505.697
5,18716,555.2773333333333
6,19137,540.994
7,26790,440.764
8,19233,573.755
9,23820,601.7206666666667
10,28830,631.7763333333334
11,28659,787.2156666666667
12,45280,710.6216666666667
13,31228,810.2816666666666
14,27486,789.7406666666667
15,28208,702.057
16,38739,748.8953333333334
17,31268,636.572
18,41262,690.4053333333334
19,31305,732.461
20,47682,827.2703333333334
21,39097,680.1603333333334
22,27527,666.4326666666667
23,34145,786.5313333333334
24,41069,971.2886666666667
25,39450,987.9503333333333
26,35919,927.6143333333333
27,32892,875.7596666666667
28,39030,914.6266666666667
29,37876,906.1666666666666
30,51261,913.7563333333334
31,44804,948.2273333333334
32,31885,840.6206666666667
33,34853,1050.5496666666666
34,56636,875.8113333333333
35,39321,1239.3883333333333
36,55623,947.518
37,32855,1208.7286666666666
38,51132,1259.52
39,46213,823.383
40,37109,1084.7573333333332
41,40727,1002.9603333333333
42,60523,879.0266666666666
43,37854,1154.8663333333334
44,47766,1029.4506666666666
45,33737,1049.985
46,40658,1127.391
47,43641,953.9996666666667
48,42555,1271.4943333333333
49,36543,1829.8923333333332
50,38782,1103.54
