Generation,Best Fitness,Avg Fitness
1,3071,150.486
2,3144,158.846
3,2053,154.96
4,5216,180.88
5,5104,211.998
6,2138,203.574
7,5335,199.994
8,12809,208.448
9,3078,191.864
10,4235,188.22
11,4221,199.148
12,4122,190.554
13,3114,175.632
14,6393,185.118
15,2266,182.222
16,3150,218.78
17,4222,194.764
18,3219,222.048
19,4115,200.376
20,5211,203.334
21,2122,196.282
22,3076,209.198
23,6311,225.11
24,7420,194.88
25,2110,198.404
26,4302,208.848
27,13917,247.912
28,4293,191.768
29,5195,203.482
30,4051,229.834
31,3103,213.872
32,3117,200.084
33,4197,233.256
34,4138,203.568
35,6311,251.296
36,3102,228.474
37,4188,191.94
38,9395,228.022
39,4153,213.496
40,4105,226.562
41,3110,219.144
42,8224,234.548
43,3114,223.26
44,4200,219.352
45,5136,200.122
46,3105,245.97
47,4412,209.99
48,11397,243.57
49,7189,243.422
50,7396,243.574
