Generation,Food
1,7
2,5
3,3
4,8
5,5
6,8
7,6
8,8
9,8
10,6
11,6
12,14
13,22
14,10
15,8
16,7
17,12
18,9
19,13
20,11
21,13
22,9
23,9
24,14
25,10
26,13
27,10
28,13
29,12
30,11
31,24
32,21
33,21
34,19
35,18
36,18
37,19
38,35
39,19
40,24
41,32
42,20
43,20
44,22
45,19
46,17
47,33
48,14
49,21
50,59
51,41
52,41
53,32
54,20
55,36
56,19
57,31
58,16
59,17
60,23
61,30
62,21
63,27
64,20
65,28
66,35
67,28
68,25
69,31
70,19
71,32
72,25
73,18
74,30
75,30
76,21
77,23
78,24
79,16
80,29
81,33
82,20
83,37
84,40
85,16
86,30
87,27
88,24
89,30
90,21
91,34
92,23
93,46
94,28
95,29
96,20
97,36
98,26
99,29
100,48
