Generation,Best Fitness,Avg Fitness
1,2129,146.748
2,3178,208.21
3,2035,184.07
4,2064,165.26
5,5245,165.702
6,3066,160.792
7,3327,179.538
8,5430,207.802
9,6182,146.322
10,2271,145.004
11,5152,267.718
12,5420,217.182
13,4118,206.228
14,2135,181.644
15,2173,153.074
16,4100,160.828
17,4153,189.588
18,4047,213.304
19,2153,204.56
20,4103,206.97
21,5173,293.938
22,3086,150.766
23,16592,175.162
24,11448,213.338
25,8329,207.594
26,6224,187.248
27,4159,231.942
28,11888,229.902
29,8430,201.022
30,8234,251.68
31,4375,217.536
32,3079,155.474
33,6290,128.794
34,5209,176.558
35,5171,154.938
36,2064,133.028
37,3178,168.492
38,4167,154.644
39,3152,207.286
40,6246,278.186
41,5196,277.934
42,7323,254.83
43,4183,228.832
44,6260,169.648
45,11378,251.988
46,5152,186.3
47,4161,165.396
48,4219,166.474
49,10379,218.288
50,4257,220.324
