Generation,Best Fitness,Avg Fitness
1,2282,160.94
2,3032,165.166
3,7222,183.062
4,5136,192.988
5,2070,178.156
6,4122,196.7
7,3047,219.562
8,3042,201.646
9,3170,243.646
10,8427,244.03
11,19034,278.218
12,8310,277.8
13,5261,282.46
14,15969,316.568
15,6161,320.468
16,5265,275.704
17,8614,304.578
18,17636,348.356
19,9297,392.5
20,6399,355.646
21,8252,394.726
22,7659,428.918
23,5395,365.92
24,9279,419.156
25,11591,466.75
26,5334,341.322
27,9388,348.298
28,11852,424.61
29,8280,345.136
30,16742,361.598
31,12563,385.16
32,9716,423.846
33,7463,312.044
34,5227,328.196
35,4289,370.346
36,17894,384.406
37,11447,334.612
38,29410,363.696
39,16663,401.144
40,9364,422.266
41,12775,400.112
42,7309,390.028
43,12493,338.506
44,13476,472.664
45,12308,434.44
46,13566,429.736
47,10371,428.104
48,7287,428.944
49,8472,422.882
50,9490,454.838
