Generation,Best Fitness,Avg Fitness
1,4145,151.16
2,2303,194.71
3,3182,190.146
4,2303,190.162
5,3064,195.544
6,4142,223.41
7,3358,208.392
8,3141,212.106
9,9392,256.934
10,9341,268.026
11,10332,260.896
12,5149,272.028
13,5212,309.608
14,4225,258.756
15,10417,286.718
16,6167,292.122
17,5153,337.378
18,7259,301.412
19,8260,304.886
20,11448,328.938
21,12445,325.542
22,4150,274.696
23,5287,355.158
24,2297,277.522
25,6319,310.706
26,4203,303.278
27,5161,311.558
28,7291,295.86
29,10422,309.108
30,13649,392.064
31,11440,386.612
32,15625,354.35
33,6237,338.248
34,19777,429.038
35,7293,383.862
36,9222,368.128
37,12557,315.112
38,20029,395.162
39,16649,362.184
40,10446,395.796
41,6308,343.954
42,6377,287.988
43,13494,361.344
44,7241,313.856
45,15611,386.222
46,11604,379.098
47,29017,449.634
48,9423,335.29
49,10468,355.436
50,21961,394.71
