Generation,Best Fitness,Avg Fitness
1,3031,134.762
2,2071,165.418
3,2069,166.266
4,3048,166.762
5,3127,165.528
6,3105,169.89
7,5194,234.174
8,4211,236.426
9,4149,176.286
10,5213,202.896
11,13466,215.52
12,7247,214.492
13,8347,207.606
14,3074,213.726
15,3075,201.188
16,2146,216.822
17,4158,200.422
18,7267,236.746
19,3071,226.906
20,4153,213.77
21,3292,177.502
22,3214,165.722
23,2150,217.524
24,4206,177.93
25,3335,177.118
26,3067,187.648
27,3052,229.394
28,3154,218.674
29,3125,184.234
30,5182,218.85
31,8233,211.816
32,4217,240.304
33,3164,216.62
34,5273,194.616
35,6191,203.934
36,4233,208.144
37,4414,193.828
38,4159,206.914
39,3407,224.094
40,3048,202.04
41,2085,168.698
42,3038,171.432
43,2116,179.478
44,4112,201.094
45,5162,199.24
46,3339,217.418
47,4109,207.332
48,3056,214.76
49,2132,172.05
50,4182,219.382
