Generation,Best Fitness,Avg Fitness
1,2111,145.412
2,4174,174.32
3,3074,163.344
4,3078,184.968
5,3081,202.464
6,3035,188.428
7,7277,184.142
8,4207,225.438
9,2116,195.746
10,4338,207.258
11,5352,169.864
12,3165,202.39
13,4127,187.58
14,3104,181.916
15,5200,196.89
16,3214,185.96
17,7213,180.612
18,7213,230.422
19,4133,200.01
20,3171,191.198
21,3205,212.368
22,3065,169.996
23,3179,198.256
24,2334,208.634
25,7197,222.078
26,6424,274.954
27,5119,246.044
28,4154,211.274
29,3206,232.09
30,6327,224.794
31,8370,218.936
32,5245,210.842
33,8524,248.884
34,5175,229.964
35,5237,230.574
36,6174,242.49
37,5299,259.148
38,4155,228.144
39,8651,234.438
40,6234,253.868
41,4302,241.832
42,12448,254.776
43,3147,242.252
44,5409,237.844
45,5254,251.332
46,5364,216.264
47,7364,227.616
48,5303,236.768
49,6169,229.546
50,6259,231.106
