Generation,Best Fitness,Avg Fitness
1,4238,143.688
2,6367,171.574
3,4590,188.882
4,9340,198.6605
5,6275,208.764
6,6272,210.706
7,5288,218.6215
8,4176,197.6905
9,4219,216.02
10,9351,217.564
11,13461,231.828
12,10368,235.066
13,7450,235.627
14,7306,250.0705
15,12714,245.703
16,10440,239.312
17,7259,231.896
18,10298,250.0845
19,26049,270.961
20,8378,268.5795
21,9392,248.205
22,8340,238.7685
23,14683,291.5845
24,8264,258.557
25,9332,279.0895
26,17719,305.762
27,8360,258.83
28,14304,275.57
29,19690,290.985
30,13694,281.515
31,19932,279.699
32,23964,289.0375
33,21943,285.349
34,16716,275.259
35,19918,291.6245
36,15788,304.3075
37,16302,295.1575
38,11646,302.6455
39,13682,322.949
40,12686,324.5815
41,16688,341.717
42,17609,380.233
43,14731,385.701
44,25773,423.2415
45,32717,416.3065
46,18944,381.267
47,20738,379.815
48,22070,448.953
49,19840,516.888
50,23808,494.76
