Generation,Best Fitness,Avg Fitness
1,6136,127.0075
2,4181,164.489
3,11577,190.9965
4,9401,176.972
5,6316,221.2645
6,7306,216.3835
7,4142,232.7805
8,3209,233.9505
9,9490,243.1285
10,7259,257.207
11,7246,252.0485
12,6315,257.8435
13,6327,266.8875
14,20947,296.7205
15,9483,331.7665
16,21696,347.7695
17,9847,389.6635
18,15630,434.0695
19,16785,427.234
20,17756,466.364
21,12683,473.0935
22,23207,504.827
23,29382,501.26
24,15735,535.106
25,31346,497.1445
26,14977,496.7745
27,20843,527.97
28,13480,539.4135
29,39085,562.922
30,16716,621.46
31,25340,565.304
32,15607,523.4575
33,19695,569.9125
34,26175,598.952
35,15554,565.572
36,16757,572.1065
37,23600,591.1035
38,27003,572.2405
39,40675,661.8015
40,20940,671.1365
41,14858,643.314
42,47224,654.8885
43,23290,624.0145
44,22863,605.819
45,33635,627.463
46,39552,597.187
47,23826,670.483
48,29173,611.747
49,24002,613.2145
50,46010,622.1515
51,21875,599.532
52,27214,635.4845
53,32105,640.781
54,29120,606.6535
55,23285,593.7175
56,20966,601.397
57,37244,697.7445
58,47087,757.336
59,37029,679.793
60,31347,703.922
61,24136,650.338
62,27523,654.1015
63,32104,703.6155
64,38622,780.062
65,39112,820.027
66,36722,741.4395
67,57376,778.177
68,46002,849.92
69,28318,732.35
70,38708,818.5065
71,55831,771.705
72,38600,723.3895
73,56305,809.87
74,35528,770.588
75,36665,739.9605
76,29667,769.456
77,33356,810.892
78,67963,838.611
79,43065,764.873
80,46072,792.3585
81,40891,818.119
82,34556,868.2375
83,40496,834.8925
84,37647,819.757
85,29338,762.845
86,39687,760.331
87,35337,811.735
88,36877,857.372
89,34492,912.9525
90,35636,818.5725
91,51708,871.87
92,29381,826.7415
93,43707,788.966
94,45857,922.173
95,37122,797.897
96,29054,757.203
97,39560,727.504
98,31544,787.721
99,39860,722.981
100,51028,777.24
