Generation,Food
1,4
2,5
3,10
4,7
5,5
6,6
7,10
8,26
9,7
10,7
11,16
12,28
13,10
14,14
15,14
16,15
17,16
18,17
19,17
20,11
21,8
22,14
23,19
24,31
25,16
26,31
27,13
28,18
29,31
30,22
31,25
32,20
33,17
34,19
35,24
36,22
37,17
38,44
39,16
40,15
41,32
42,26
43,21
44,21
45,13
46,14
47,25
48,22
49,15
50,17
51,22
52,26
53,27
54,23
55,14
56,20
57,29
58,19
59,18
60,16
61,36
62,25
63,15
64,26
65,40
66,39
67,18
68,34
69,23
70,23
71,29
72,33
73,19
74,17
75,31
76,19
77,29
78,24
79,21
80,25
81,14
82,18
83,25
84,33
85,13
86,12
87,23
88,19
89,33
90,23
91,20
92,18
93,16
94,18
95,39
96,24
97,36
98,21
99,43
100,15
