Generation,Best Fitness,Avg Fitness
1,2053,125.626
2,3066,159.274
3,3059,164.0
4,3077,176.96
5,4192,179.484
6,3211,197.168
7,2063,165.452
8,3081,199.088
9,4090,180.024
10,3082,181.168
11,5300,199.152
12,5258,206.422
13,6155,210.022
14,3146,213.778
15,3060,190.902
16,4249,163.904
17,4339,163.454
18,6179,179.388
19,5129,203.44
20,9403,192.02
21,6270,249.832
22,4359,203.066
23,3073,178.212
24,4199,219.718
25,2160,208.774
26,8355,197.614
27,11317,233.838
28,4240,201.63
29,4237,203.514
30,4287,182.868
31,8377,219.614
32,3095,195.964
33,4156,205.282
34,5254,210.042
35,7237,249.152
36,3143,174.164
37,6222,248.796
38,4146,186.14
39,13419,222.126
40,3316,194.702
41,3078,195.92
42,3084,194.128
43,3340,229.37
44,9328,229.25
45,2130,185.368
46,4157,233.456
47,3068,190.214
48,3152,178.372
49,2129,182.208
50,8332,203.252
