Generation,Best Fitness,Avg Fitness
1,3124,153.246
2,2046,145.236
3,2130,157.612
4,3137,176.87
5,2148,156.91
6,5145,199.396
7,3176,158.472
8,2145,194.37
9,5256,204.912
10,5301,210.446
11,3090,195.524
12,3183,222.966
13,4144,244.932
14,3157,209.84
15,6166,319.674
16,5226,221.292
17,9547,227.314
18,3100,216.644
19,4135,247.076
20,5444,276.078
21,4502,236.278
22,7376,223.132
23,4268,263.146
24,6476,231.054
25,8324,214.954
26,3154,207.062
27,4106,211.048
28,6212,223.75
29,2093,211.018
30,4195,251.7
31,3169,228.206
32,4217,218.356
33,5127,209.356
34,3114,186.65
35,5208,209.35
36,3373,192.246
37,5206,193.1
38,6247,229.94
39,3112,201.922
40,3200,213.602
41,3149,226.26
42,4113,198.566
43,5274,196.222
44,2081,174.266
45,15504,226.998
46,3182,234.452
47,6151,240.18
48,14650,290.53
49,5210,226.126
50,7576,243.376
