Generation,Best Fitness,Avg Fitness
1,8178,135.914
2,3124,141.479
3,3381,133.5505
4,5184,165.4095
5,5135,156.624
6,4452,136.72
7,5222,141.6655
8,4240,140.0325
9,3104,140.1825
10,4086,155.2715
11,3126,168.931
12,5149,164.3855
13,5190,206.662
14,7272,177.01
15,6345,184.67
16,3133,188.276
17,5204,217.579
18,6394,189.2385
19,6281,162.688
20,6207,200.493
21,4217,222.6175
22,5286,196.3545
23,5428,187.574
24,5185,244.4
25,6454,197.371
26,5169,252.9485
27,4352,244.236
28,6220,208.2485
29,6292,198.4995
30,7381,206.419
31,5202,213.213
32,9397,175.497
33,9296,222.9575
34,8473,181.073
35,8424,214.166
36,9584,259.1
37,7119,274.4345
38,9593,223.2865
39,7413,203.1415
40,12377,215.0795
41,13799,198.086
42,5210,185.1715
43,7570,197.0245
44,20881,238.182
45,19650,239.7455
46,7367,143.4615
47,6589,180.639
48,9424,186.56
49,8489,146.15
50,6441,152.5475
