Generation,Best Fitness,Avg Fitness
1,2033,148.954
2,2397,151.36
3,4462,156.464
4,4217,144.662
5,5191,152.738
6,3240,165.536
7,6253,228.874
8,4183,207.136
9,3099,182.14
10,4106,149.032
11,6353,211.798
12,4202,177.906
13,5277,182.254
14,3049,212.346
15,5299,220.794
16,4060,203.912
17,14481,257.684
18,4210,214.484
19,4413,184.368
20,4193,201.736
21,2118,163.628
22,4138,195.734
23,4128,192.43
24,4070,162.23
25,5151,202.486
26,2154,173.678
27,3350,184.498
28,3358,203.15
29,6209,214.284
30,3321,196.106
31,4143,181.986
32,2304,161.004
33,3147,173.11
34,3042,182.302
35,4343,182.266
36,4108,167.52
37,4090,217.642
38,4164,202.834
39,10359,205.806
40,10271,185.574
41,3320,173.234
42,3036,144.634
43,4243,210.96
44,2102,193.15
45,2105,178.994
46,4181,173.184
47,6223,215.228
48,3230,213.102
49,4252,186.104
50,4203,217.398
