Generation,Best Fitness,Avg Fitness
1,4062,139.43633333333332
2,5154,319.41266666666667
3,7171,394.3213333333333
4,7118,437.38033333333334
5,12533,454.49066666666664
6,11480,572.4993333333333
7,13553,712.4696666666666
8,16528,679.6966666666667
9,15501,739.3786666666666
10,14513,868.4576666666667
11,20619,1045.8406666666667
12,19819,1269.0326666666667
13,18635,1260.0773333333334
14,33474,1119.0753333333334
15,38513,1296.0623333333333
16,19840,1148.4993333333334
17,29317,889.317
18,31398,1310.503
19,30276,1436.292
20,31123,1333.444
21,31472,1586.7563333333333
22,67932,1331.7746666666667
23,37811,1552.494
24,50051,1838.5473333333334
25,31278,1455.9006666666667
26,53852,1469.0696666666668
27,66711,1893.069
28,41003,1506.8396666666667
29,36530,1567.817
30,49304,1626.168
31,49616,1655.3086666666666
32,51547,1935.4556666666667
33,50601,2178.153
34,49564,1699.629
35,63416,2006.005
36,55594,2052.144
37,60957,2649.498
38,63773,2055.473
39,58041,2448.525
40,48475,2097.362666666667
41,50913,2443.1433333333334
42,44404,1704.5896666666667
43,46457,2771.9243333333334
44,48256,2473.703
45,46252,2711.6293333333333
46,56572,2876.892
47,57549,2512.9216666666666
48,56277,2882.514
49,45080,2022.7466666666667
50,57627,1676.0586666666666
