Generation,Best Fitness,Avg Fitness
1,2062,128.816
2,3138,315.328
3,3056,284.422
4,3109,356.7
5,4166,374.464
6,7211,409.798
7,6218,359.048
8,12420,568.98
9,9368,576.306
10,5292,372.9
11,7583,484.91
12,12518,421.47
13,9437,479.84
14,8482,465.584
15,10599,549.842
16,16877,619.894
17,11510,667.376
18,22185,863.624
19,31536,906.04
20,17995,1117.02
21,16708,744.206
22,13561,754.126
23,14641,920.486
24,12770,857.978
25,30496,862.46
26,18893,805.678
27,16968,878.634
28,13663,851.608
29,23306,1119.004
30,35462,1072.954
31,27989,745.224
32,28546,777.894
33,18927,977.948
34,23278,915.754
35,13590,843.656
36,16962,1251.128
37,28581,1020.066
38,23504,1092.982
39,26473,1195.04
40,31467,845.62
41,21892,823.836
42,38989,940.496
43,24295,888.79
44,28345,948.944
45,21731,784.624
46,42544,1061.486
47,33898,904.588
48,20143,766.444
49,21299,796.052
50,23297,832.538
