Generation,Best Fitness,Avg Fitness
1,4089,139.616
2,3143,225.132
3,4159,301.17
4,4119,264.11
5,7221,368.468
6,4132,262.2
7,3242,349.198
8,4131,258.836
9,6148,313.742
10,4093,324.726
11,5197,340.41
12,4353,359.176
13,5147,293.652
14,7215,542.848
15,6810,497.792
16,14653,363.162
17,11674,429.412
18,10738,372.65
19,8539,366.062
20,11700,440.58
21,19969,462.058
22,20087,416.752
23,29570,447.412
24,9378,437.07
25,12745,355.232
26,14579,317.828
27,10856,360.26
28,7661,369.128
29,15799,351.12
30,13720,404.248
31,11636,449.966
32,9481,423.946
33,8434,513.606
34,11633,465.756
35,15573,513.162
36,9231,500.628
37,9269,564.626
38,5184,355.974
39,7535,362.17
40,7328,312.004
41,11571,646.354
42,9331,684.618
43,9408,605.476
44,9327,375.254
45,8430,377.372
46,7558,338.816
47,23202,310.996
48,16964,354.672
49,22164,380.52
50,13930,399.566
