Generation,Food
1,2
2,6
3,4
4,5
5,7
6,10
7,11
8,19
9,6
10,6
11,5
12,5
13,7
14,14
15,7
16,8
17,6
18,10
19,8
20,9
21,10
22,13
23,6
24,8
25,8
26,7
27,14
28,8
29,21
30,12
31,9
32,13
33,17
34,17
35,14
36,13
37,24
38,23
39,54
40,21
41,23
42,18
43,22
44,20
45,23
46,20
47,23
48,25
49,23
50,36
51,21
52,31
53,27
54,22
55,17
56,18
57,43
58,25
59,58
60,18
61,27
62,29
63,32
64,31
65,17
66,18
67,21
68,12
69,18
70,29
71,22
72,23
73,16
74,16
75,15
76,25
77,17
78,25
79,22
80,16
81,15
82,16
83,13
84,18
85,29
86,16
87,18
88,23
89,17
90,26
91,27
92,25
93,28
94,20
95,25
96,35
97,19
98,19
99,14
100,13
