Generation,Best Fitness,Avg Fitness
1,2123,136.8235
2,11658,259.519
3,20723,390.504
4,17685,421.8
5,11365,478.8835
6,12632,348.498
7,5264,350.8465
8,10469,386.367
9,13704,451.5545
10,9367,406.811
11,14955,510.972
12,24935,262.959
13,17851,601.627
14,18972,466.9015
15,16843,414.2515
16,27200,485.684
17,17920,648.3465
18,19919,545.2235
19,36775,714.692
20,37784,818.415
21,46888,860.3395
22,33857,754.2235
23,38494,851.7165
24,49239,691.773
25,43861,756.6195
26,36606,785.6685
27,45102,702.693
28,40399,829.639
29,31588,840.377
30,36734,982.6015
31,49311,632.6685
32,30002,858.387
33,37574,1077.844
34,41005,1039.1005
35,40206,1005.5495
36,49705,1150.2935
37,71841,1182.3315
38,53143,1332.7845
39,33366,974.2885
40,56715,1247.319
41,43779,1112.6415
42,48197,1328.4225
43,50647,1111.1835
44,45903,991.0495
45,42249,986.805
46,42074,1154.1735
47,44123,1089.687
48,70590,944.486
49,40081,973.0475
50,46974,918.738
