Generation,Best Fitness,Avg Fitness
1,2073,128.844
2,7237,153.478
3,2307,174.824
4,4391,216.346
5,10318,242.678
6,4107,199.538
7,3216,253.864
8,3314,234.526
9,3158,265.786
10,5171,232.454
11,8267,174.268
12,3139,199.934
13,2359,143.982
14,15515,230.418
15,3185,253.334
16,11531,205.984
17,5302,208.738
18,3137,148.5
19,7170,235.246
20,6165,196.676
21,7330,217.736
22,3366,213.014
23,3137,157.462
24,6173,256.814
25,4198,171.444
26,8394,187.772
27,8337,253.094
28,7269,257.472
29,4221,236.296
30,5412,277.428
31,4199,190.66
32,3189,140.07
33,8775,211.998
34,14474,229.148
35,5209,176.26
36,3102,192.544
37,15503,224.178
38,6630,153.608
39,5173,133.21
40,4229,150.97
41,2108,158.108
42,12308,204.08
43,3187,241.98
44,4359,165.842
45,4211,201.416
46,3118,219.104
47,4107,253.206
48,8531,195.378
49,2179,142.644
50,2103,139.63
