Generation,Best Fitness,Avg Fitness
1,3058,134.5705
2,4192,143.73
3,3111,168.88
4,5236,190.5555
5,3032,165.568
6,5203,197.775
7,3140,181.353
8,4503,196.543
9,6358,196.929
10,7209,184.485
11,4148,207.243
12,4340,185.244
13,5205,194.032
14,8369,189.5595
15,5267,176.475
16,6377,190.6365
17,12611,204.903
18,10415,216.0775
19,4379,200.599
20,8371,215.5825
21,9294,214.304
22,12618,223.9755
23,16600,210.334
24,5178,211.7045
25,8207,198.4505
26,8295,193.659
27,7296,216.7405
28,9331,202.973
29,4323,205.371
30,8398,199.493
31,7235,216.801
32,7272,207.894
33,8296,205.4485
34,6186,205.6765
35,20950,228.1815
36,9360,228.82
37,9435,212.364
38,7533,217.57
39,12408,201.2895
40,18884,194.7075
41,12520,214.7505
42,14613,219.759
43,15722,215.468
44,9243,209.016
45,7152,204.194
46,5282,215.683
47,9524,192.6695
48,8328,210.263
49,7294,208.7415
50,8608,209.3075
