Generation,Best Fitness,Avg Fitness
1,3035,155.322
2,2102,159.928
3,3137,174.742
4,2033,152.692
5,3110,185.59
6,2286,181.512
7,6387,165.618
8,6299,166.802
9,5227,184.104
10,4091,174.796
11,4112,187.974
12,6187,216.88
13,3187,218.69
14,4136,167.126
15,7300,219.748
16,5408,243.364
17,6236,193.826
18,6227,219.176
19,8377,233.078
20,5244,203.94
21,7313,220.962
22,3346,246.332
23,3404,227.398
24,4213,201.968
25,2171,170.66
26,3109,186.19
27,7320,236.028
28,5153,188.986
29,4132,180.482
30,7416,185.888
31,7233,233.888
32,15784,221.436
33,8395,235.474
34,4169,222.256
35,6235,259.68
36,4130,218.644
37,4258,205.738
38,2159,183.552
39,3091,190.328
40,3109,200.902
41,2081,190.172
42,21905,233.224
43,3124,188.004
44,3087,239.326
45,3172,204.358
46,2135,183.642
47,3091,223.226
48,5123,186.242
49,5243,194.622
50,3118,213.158
