Generation,Best Fitness,Avg Fitness
1,2059,127.74
2,3072,143.872
3,2103,163.766
4,2111,141.46
5,3141,138.312
6,2069,163.72
7,3212,228.136
8,4450,248.67
9,7539,231.704
10,4201,195.956
11,3110,327.604
12,6555,328.738
13,4326,353.654
14,4186,339.982
15,10596,274.5
16,4123,271.426
17,16668,247.31
18,15544,349.118
19,5163,319.472
20,17644,468.59
21,11484,426.126
22,11428,414.332
23,7427,354.31
24,10547,361.802
25,8287,294.046
26,6181,239.952
27,5497,209.866
28,13651,199.508
29,5277,177.9
30,27490,306.26
31,9689,168.586
32,11737,201.026
33,21225,249.328
34,18968,204.508
35,7301,152.066
36,7435,231.744
37,3262,185.642
38,31771,237.948
39,9668,199.918
40,13789,244.3
41,17052,220.166
42,6279,247.404
43,22450,325.856
44,15939,419.136
45,5166,250.9
46,17867,303.31
47,7554,155.152
48,21175,284.028
49,24238,244.706
50,3257,214.854
