Generation,Best Fitness,Avg Fitness
1,2029,105.796
2,5150,211.328
3,6264,197.036
4,6218,215.392
5,4258,274.91
6,4115,226.002
7,3061,173.77
8,2038,187.054
9,5103,263.098
10,4396,288.336
11,3098,253.046
12,3200,225.138
13,7446,176.74
14,3066,158.882
15,4173,232.17
16,2081,212.046
17,3204,224.344
18,3171,217.14
19,2061,176.79
20,3166,183.682
21,3118,260.238
22,4058,205.888
23,5148,234.758
24,3335,242.59
25,2071,183.782
26,6163,256.182
27,2097,198.666
28,2130,231.448
29,3115,320.354
30,6131,226.784
31,2094,156.686
32,4077,251.242
33,3034,226.714
34,3138,268.034
35,3170,259.938
36,5098,387.338
37,3339,265.648
38,3136,283.27
39,4178,328.16
40,8323,269.958
41,9503,313.322
42,8298,320.79
43,8408,345.168
44,9262,354.478
45,5240,270.22
46,7442,187.578
47,12565,205.496
48,9518,241.996
49,5218,173.514
50,3156,190.688
