Generation,Food
1,3
2,3
3,4
4,3
5,5
6,6
7,5
8,8
9,11
10,6
11,8
12,6
13,8
14,8
15,9
16,14
17,10
18,11
19,8
20,10
21,9
22,30
23,10
24,14
25,15
26,15
27,12
28,17
29,18
30,10
31,9
32,18
33,8
34,13
35,46
36,58
37,38
38,35
39,34
40,14
41,34
42,21
43,27
44,20
45,16
46,46
47,36
48,20
49,27
50,30
51,52
52,19
53,24
54,37
55,37
56,15
57,48
58,42
59,37
60,24
61,32
62,24
63,21
64,54
65,16
66,20
67,19
68,26
69,12
70,21
71,20
72,18
73,21
74,16
75,17
76,29
77,24
78,21
79,27
80,33
81,34
82,26
83,23
84,32
85,38
86,28
87,41
88,41
89,33
90,37
91,26
92,42
93,23
94,17
95,34
96,39
97,25
98,27
99,50
100,23
