Generation,Best Fitness,Avg Fitness
1,5148,132.27466666666666
2,5261,200.95
3,8334,279.25333333333333
4,16084,306.86
5,6301,306.3376666666667
6,12933,335.3976666666667
7,13840,264.4703333333333
8,10549,251.20066666666668
9,13680,253.212
10,12418,245.77233333333334
11,23454,338.48633333333333
12,18220,330.745
13,23725,339.143
14,20913,358.56333333333333
15,10394,301.78866666666664
16,9382,297.76433333333335
17,11550,310.1553333333333
18,25394,307.95733333333334
19,12459,347.857
20,18802,397.46366666666665
21,13713,382.433
22,22379,381.654
23,38443,330.3756666666667
24,25027,420.89933333333335
25,25124,547.1703333333334
26,24846,674.9013333333334
27,56909,630.6823333333333
28,20998,665.215
29,36724,717.9563333333333
30,21013,707.9893333333333
31,34802,869.5196666666667
32,31042,705.4023333333333
33,27544,802.426
34,29765,577.7106666666666
35,38185,577.488
36,35813,735.0616666666666
37,29458,634.155
38,31689,673.8146666666667
39,34527,717.4076666666666
40,29222,615.1996666666666
41,29073,654.7706666666667
42,32840,511.3213333333333
43,33793,713.148
44,33681,1012.131
45,34857,741.0916666666667
46,34543,897.4633333333334
47,37569,1000.5396666666667
48,52651,979.2776666666666
49,44058,901.5743333333334
50,50418,806.369
