Generation,Best Fitness,Avg Fitness
1,3136,132.7755
2,3091,158.117
3,3171,170.69
4,4343,212.563
5,5153,273.4175
6,8226,331.0885
7,9274,386.927
8,8318,336.6155
9,10426,304.734
10,14733,331.2045
11,8356,356.226
12,9377,280.9935
13,26031,368.642
14,21298,392.886
15,11407,386.2245
16,6529,304.1845
17,15770,263.4175
18,9514,210.968
19,8309,221.7265
20,10384,280.975
21,15603,191.2595
22,9394,155.538
23,9774,143.065
24,12445,122.947
25,13449,157.9835
26,11611,137.983
27,6165,144.312
28,7413,145.5795
29,13655,136.9905
30,6261,104.779
31,9380,118.243
32,13560,125.4185
33,2163,101.272
34,23185,180.7925
35,6157,191.4165
36,5242,188.887
37,5182,239.0505
38,7338,181.8595
39,6335,251.4295
40,6212,200.2
41,9442,209.1985
42,4360,188.3775
43,4235,250.3255
44,8447,283.3215
45,4530,268.6965
46,4205,282.578
47,3039,251.6765
48,8499,249.6675
49,3082,253.4275
50,4253,205.148
51,7276,279.4645
52,6161,224.876
53,8282,220.271
54,6215,226.0405
55,3210,222.6995
56,2291,151.3955
57,5269,172.206
58,7283,164.8025
59,6290,96.725
60,2212,104.2375
61,4260,125.263
62,4216,90.801
63,3392,142.4865
64,3361,110.2085
65,3222,134.5
66,3122,222.6915
67,4191,200.3025
68,6121,206.897
69,5150,182.4615
70,5209,176.882
71,3160,195.25
72,5191,207.5505
73,7255,162.4205
74,6585,153.764
75,4178,157.249
76,8215,175.344
77,4131,134.1025
78,4223,147.3005
79,3090,95.3
80,6337,122.467
81,4184,93.922
82,3069,70.022
83,5141,114.976
84,3223,125.7595
85,5291,117.6835
86,8696,122.7345
87,4287,108.054
88,4162,155.2235
89,3161,132.4905
90,5210,134.538
91,2090,104.094
92,3401,131.782
93,5285,166.003
94,3282,147.916
95,4184,167.7865
96,7306,243.519
97,5195,283.5685
98,4204,211.8955
99,5258,231.6125
100,8325,233.7805
