Generation,Best Fitness,Avg Fitness
1,5101,140.6865
2,4134,191.1215
3,11491,215.6575
4,7204,229.152
5,7255,160.957
6,6322,208.671
7,7306,268.509
8,8701,304.6475
9,9495,254.398
10,3175,161.9735
11,4202,251.9125
12,9311,258.7145
13,7453,194.6685
14,9445,228.249
15,9545,299.441
16,8388,259.992
17,11319,380.245
18,6193,248.3215
19,9353,208.661
20,5505,197.5405
21,6137,238.992
22,4338,232.5095
23,5270,280.272
24,7191,300.3185
25,6159,283.853
26,7264,248.157
27,4543,233.077
28,7283,261.5225
29,9412,257.3575
30,8550,232.7365
31,6271,238.16
32,9259,179.6585
33,7292,170.7045
34,5173,184.967
35,6263,200.1445
36,5289,264.251
37,8368,273.4695
38,5319,344.606
39,16968,275.035
40,6284,274.809
41,5445,266.173
42,8436,254.716
43,5252,181.4285
44,13748,274.9535
45,11379,294.942
46,6156,261.886
47,5481,256.6395
48,8469,354.6065
49,9345,277.2975
50,9342,348.8735
