Generation,Best Fitness,Avg Fitness
1,4313,129.4025
2,3125,164.189
3,5242,139.016
4,5151,157.097
5,11401,190.3035
6,7247,202.223
7,10617,203.9805
8,4176,228.4465
9,8472,232.187
10,7327,280.7145
11,8389,236.357
12,6176,228.463
13,9285,186.307
14,6169,171.407
15,9391,201.1635
16,10712,214.4395
17,6227,251.2175
18,14731,198.241
19,8356,207.6705
20,12628,173.9705
21,6324,161.194
22,11643,160.5735
23,11411,158.217
24,10331,135.658
25,3136,168.888
26,5296,210.022
27,13862,160.54
28,7586,121.906
29,8275,205.9735
30,15642,319.1565
31,11358,318.2555
32,10376,265.366
33,6324,231.67
34,13743,252.7545
35,9308,198.336
36,11406,205.267
37,26374,220.5405
38,6463,241.942
39,10299,245.464
40,5177,218.33
41,10550,195.4665
42,8574,183.588
43,7211,186.8915
44,17633,237.0545
45,6275,232.9285
46,10433,279.104
47,7232,314.1455
48,7217,314.475
49,10345,302.845
50,14605,288.714
