Generation,Best Fitness,Avg Fitness
1,4374,136.386
2,3399,166.158
3,8415,187.495
4,4228,190.235
5,5117,163.7035
6,5360,187.0055
7,5170,178.053
8,10691,195.1975
9,12575,202.152
10,5408,193.3825
11,7515,201.6445
12,7243,195.162
13,7423,186.2385
14,5181,186.7025
15,10461,194.835
16,6288,201.834
17,7494,229.175
18,7380,207.6445
19,9317,216.725
20,5167,205.444
21,6338,203.7935
22,13643,205.4975
23,7198,189.2885
24,12478,193.6995
25,6346,204.7685
26,5181,206.8
27,6323,197.4055
28,6170,220.045
29,6297,208.1585
30,10238,214.3985
31,8384,209.108
32,27030,213.4295
33,11510,194.0165
34,8366,202.7895
35,19960,223.988
36,5190,199.5255
37,6341,216.563
38,15506,215.7255
39,6299,199.2785
40,11412,212.267
41,26941,220.9255
42,11557,215.1815
43,7422,214.1255
44,4277,200.107
45,6292,198.4155
46,7267,198.457
47,6357,201.6855
48,7298,212.9305
49,12466,215.779
50,6201,192.725
