Generation,Food
1,7
2,13
3,13
4,17
5,15
6,22
7,15
8,27
9,27
10,27
11,48
12,34
13,30
14,30
15,58
16,42
17,40
18,35
19,52
20,47
21,45
22,37
23,36
24,30
25,36
26,36
27,33
28,34
29,37
30,44
31,35
32,43
33,51
34,42
35,40
36,48
37,52
38,51
39,43
40,38
41,46
42,61
43,37
44,40
45,46
46,47
47,37
48,41
49,42
50,42
51,37
52,61
53,45
54,39
55,38
56,33
57,48
58,38
59,51
60,46
61,56
62,46
63,40
64,56
65,40
66,48
67,43
68,48
69,49
70,62
71,45
72,38
73,41
74,54
75,56
76,55
77,52
78,43
79,68
80,45
81,53
82,48
83,56
84,38
85,48
86,69
87,54
88,46
89,52
90,44
91,55
92,78
93,48
94,40
95,56
96,44
97,48
98,46
99,51
100,50
