Generation,Best Fitness,Avg Fitness
1,4095,137.445
2,7423,435.4315
3,17001,439.783
4,14844,506.928
5,26401,667.677
6,34805,1107.9655
7,37994,1202.0095
8,54813,1704.9505
9,57995,1947.884
10,52969,2006.364
11,79250,1873.3195
12,50597,1493.9395
13,53093,2058.2345
14,52544,3268.179
15,54288,2626.181
16,57535,3091.06
17,48080,1801.2575
18,60759,3279.989
19,64793,2781.005
20,61739,2233.7455
21,56373,2766.7845
22,71781,2659.4095
23,74239,2526.101
24,72519,2816.257
25,54127,2725.114
26,58349,2439.1735
27,66951,3428.0115
28,64978,2813.6245
29,68119,2883.7545
30,60818,2937.4495
31,65097,3153.207
32,67759,3123.069
33,70842,3633.3235
34,74656,3556.228
35,67879,3037.838
36,60615,2603.928
37,77772,3696.535
38,61305,2724.458
39,67180,3130.3695
40,71544,3458.799
41,59038,2561.3335
42,66282,3750.7515
43,75991,3641.2755
44,63289,3573.756
45,80045,3794.957
46,85584,3674.881
47,69352,4228.4915
48,71830,3159.541
49,75128,2775.3825
50,64837,3202.741
