Generation,Best Fitness,Avg Fitness
1,3063,138.9725
2,4216,152.74
3,4489,120.295
4,5288,161.953
5,4184,138.653
6,2390,115.7375
7,4200,139.8845
8,6364,151.491
9,3127,133.21
10,6432,120.0605
11,3130,130.0935
12,4269,143.7115
13,5207,107.7305
14,4163,139.581
15,9781,134.4845
16,6248,142.5535
17,3408,149.2815
18,8637,171.885
19,8701,158.679
20,3196,185.507
21,4172,151.631
22,6162,137.662
23,4183,150.0465
24,3249,131.466
25,4166,149.7175
26,10451,146.593
27,4205,143.043
28,11575,130.5855
29,3082,147.2065
30,7236,124.769
31,5318,150.528
32,7347,157.501
33,4173,173.3115
34,6392,180.9345
35,5206,159.786
36,4325,160.045
37,5174,148.929
38,3123,110.0085
39,3063,105.709
40,3102,130.873
41,7434,144.156
42,4204,135.206
43,6335,144.6155
44,4174,158.521
45,10710,158.967
46,6119,180.145
47,4063,225.22
48,4206,179.5435
49,9576,189.167
50,9515,211.709
