Generation,Food
1,4
2,3
3,4
4,7
5,4
6,3
7,9
8,7
9,7
10,11
11,6
12,12
13,7
14,9
15,12
16,6
17,6
18,11
19,14
20,6
21,7
22,12
23,19
24,11
25,20
26,9
27,12
28,19
29,14
30,16
31,10
32,22
33,13
34,14
35,22
36,12
37,13
38,16
39,18
40,19
41,26
42,19
43,14
44,13
45,42
46,54
47,15
48,12
49,10
50,27
51,31
52,20
53,17
54,24
55,17
56,22
57,21
58,21
59,16
60,29
61,34
62,17
63,17
64,23
65,18
66,18
67,16
68,14
69,32
70,16
71,15
72,16
73,20
74,20
75,11
76,24
77,24
78,27
79,44
80,39
81,29
82,31
83,32
84,26
85,30
86,17
87,13
88,13
89,18
90,16
91,25
92,20
93,26
94,17
95,17
96,34
97,15
98,32
99,17
100,40
