Generation,Best Fitness,Avg Fitness
1,3055,133.28
2,3067,151.7
3,9295,153.994
4,2104,155.12
5,3079,194.152
6,3070,239.576
7,3208,304.776
8,8281,300.578
9,4321,328.84
10,3209,297.638
11,5274,332.88
12,4276,254.598
13,12517,250.754
14,6214,348.318
15,8202,432.222
16,5308,238.828
17,13487,353.818
18,19927,371.38
19,13752,356.07
20,7313,365.544
21,12255,450.536
22,6226,478.002
23,7410,458.784
24,6316,392.378
25,5186,450.178
26,13686,408.44
27,6284,322.714
28,7267,373.67
29,7430,364.692
30,8313,184.476
31,5544,174.484
32,8315,200.256
33,8344,284.07
34,5260,237.216
35,6143,311.392
36,5248,327.956
37,18776,321.334
38,5116,295.292
39,4118,215.578
40,3293,248.904
41,5207,251.144
42,6137,266.972
43,2142,239.886
44,6287,205.988
45,3352,259.114
46,4240,321.48
47,6568,338.428
48,5187,326.824
49,7292,284.402
50,3091,210.918
