Generation,Best Fitness,Avg Fitness
1,6154,144.724
2,2123,185.618
3,2115,185.88
4,2035,169.776
5,3036,175.206
6,2123,147.27
7,3085,190.062
8,4061,209.046
9,4416,190.038
10,7299,167.65
11,3118,172.848
12,6189,221.738
13,5179,215.202
14,2278,204.692
15,2286,181.372
16,7108,186.046
17,3133,197.65
18,3150,198.772
19,6185,181.514
20,3215,193.468
21,12830,242.04
22,5127,215.508
23,5285,227.736
24,5187,245.062
25,4418,237.732
26,3185,210.576
27,4042,237.088
28,5205,199.064
29,6230,193.134
30,9468,236.032
31,7465,224.752
32,4412,224.42
33,7203,189.176
34,3162,214.956
35,9433,232.264
36,5187,230.648
37,5130,232.148
38,4382,206.544
39,8463,233.264
40,3098,198.172
41,5436,210.956
42,4222,222.896
43,9467,238.654
44,4240,254.958
45,6247,275.856
46,3358,265.55
47,3109,248.804
48,4153,225.822
49,13572,237.268
50,4173,265.786
